size,total_sqft,bath,price,site_location,bhk,price_per_sqft
4 Bedroom,3750.0,4.0,210.0,Bibvewadi,4,5600.0
2 BHK,1010.0,2.0,40.39,Bopodi,2,3999.009900990099
2 BHK,1195.0,2.0,42.0,Budhwar Peth,2,3514.644351464435
3 BHK,1750.0,3.0,95.0,Bund Garden Road,3,5428.571428571428
2 BHK,1052.0,2.0,50.0,Camp,2,4752.851711026616
2 BHK,1180.0,2.0,58.0,Chandan Nagar,2,4915.254237288135
5 Bedroom,3680.0,4.0,440.0,Dapodi,5,11956.521739130434
3 BHK,2100.0,3.0,73.0,Deccan Gymkhana,3,3476.190476190476
4 Bedroom,2863.0,4.0,140.0,Dehu Road,4,4889.97555012225
2 BHK,1128.0,2.0,38.24,Dhankawadi,2,3390.0709219858154
3 BHK,2700.0,3.0,450.0,Dhayari Phata,3,16666.666666666668
2 BHK,1120.0,2.0,33.6,Dhole Patil Road,2,3000.0
3 BHK,2424.0,3.0,90.0,Erandwane,3,3712.871287128713
2 BHK,1300.0,2.0,60.0,Fatima Nagar,2,4615.384615384615
2 BHK,1090.0,2.0,32.69,Fergusson College Road,2,2999.0825688073396
3 Bedroom,2710.0,3.0,251.0,Ganesh Peth,3,9261.992619926199
2 Bedroom,3040.0,1.0,180.0,Ganeshkhind,2,5921.0526315789475
3 BHK,1330.0,2.0,46.55,Ghorpade Peth,3,3500.0
3 BHK,1427.0,2.0,80.63,Ghorpadi,3,5650.31534688157
3 BHK,1294.0,2.0,48.0,Gokhale Nagar,3,3709.4281298299848
3 BHK,1580.0,3.0,75.0,Gultekdi,3,4746.835443037975
5 Bedroom,400.0,5.0,200.0,Guruwar peth,5,50000.0
3 Bedroom,1808.0,4.0,80.27,Hadapsar,3,4439.712389380531
4 BHK,3516.0,4.0,540.0,Hadapsar Industrial Estate,4,15358.361774744028
2 BHK,1194.0,2.0,47.0,Hingne Khurd,2,3936.348408710218
2 BHK,900.0,2.0,46.0,Jangali Maharaj Road,2,5111.111111111111
3 BHK,1310.0,2.0,50.0,Kalyani Nagar,3,3816.793893129771
2 BHK,900.0,2.0,46.0,Karve Nagar,2,5111.111111111111
4 Bedroom,3850.0,6.0,195.0,Karve Road,4,5064.935064935065
7 Bedroom,925.0,7.0,88.0,Kasba Peth,7,9513.513513513513
2 BHK,2400.0,1.0,150.0,Katraj,2,6250.0
2 BHK,1290.0,2.0,100.0,Khadaki,2,7751.937984496124
6 Bedroom,3770.0,6.0,110.0,Khadki,6,2917.7718832891246
3 BHK,1390.0,3.0,120.0,Kharadi,3,8633.093525179856
4 Bedroom,1200.0,4.0,72.0,Kondhwa,4,6000.0
2 BHK,845.0,2.0,33.0,Kondhwa Budruk,2,3905.3254437869823
3 BHK,1537.0,3.0,120.0,Kondhwa Khurd,3,7807.417046193884
2 BHK,1135.0,2.0,68.0,Koregaon Park,2,5991.1894273127755
3 BHK,1512.0,3.0,75.77,Kothrud,3,5011.243386243386
2 BHK,900.0,2.0,55.0,Law College Road,2,6111.111111111111
3 BHK,1230.0,3.0,54.0,Laxmi Road,3,4390.243902439024
3 BHK,1378.0,2.0,42.33,Lulla Nagar,3,3071.843251088534
2 BHK,1277.0,2.0,61.3,Mahatma Gandhi Road,2,4800.313234142522
3 BHK,1985.0,4.0,189.0,Mangalwar peth,3,9521.410579345089
5 Bedroom,8000.0,5.0,500.0,Manik Bagh,5,6250.0
2 BHK,1210.0,2.0,62.0,Market yard,2,5123.966942148761
2 BHK,890.0,2.0,40.0,Model colony,2,4494.38202247191
9 Bedroom,2550.0,9.0,360.0,Mukund Nagar,9,14117.64705882353
4 Bedroom,1200.0,5.0,110.0,Mundhawa,4,9166.666666666666
4 BHK,3198.0,4.0,200.0,Nagar Road,4,6253.908692933083
3 BHK,1464.0,3.0,56.0,Nana Peth,3,3825.136612021858
4 BHK,2483.0,5.0,215.0,Narayan Peth,4,8658.880386629078
4 Bedroom,1550.0,4.0,130.0,Narayangaon,4,8387.09677419355
4 BHK,4111.0,4.0,310.0,Navi Peth,4,7540.744344441741
2 BHK,975.0,2.0,37.5,Padmavati,2,3846.153846153846
3 BHK,2500.0,3.0,250.0,Parvati Darshan,3,10000.0
3 BHK,1690.0,3.0,125.0,Pashan,3,7396.449704142012
2 BHK,1063.0,2.0,31.89,Paud Road,2,3000.0
3 Bedroom,2572.0,3.0,390.0,Pirangut,3,15163.297045101088
3 BHK,2200.0,4.0,350.0,Prabhat Road,3,15909.09090909091
3 BHK,1600.0,3.0,80.0,Pune Railway Station,3,5000.0
3 BHK,1250.0,3.0,39.5,Rasta Peth,3,3160.0
1 BHK,520.0,1.0,19.5,Raviwar Peth,1,3750.0
4 BHK,4000.0,5.0,212.0,Sadashiv Peth,4,5300.0
3 BHK,1390.0,3.0,68.0,Sahakar Nagar,3,4892.086330935252
2 BHK,1185.0,2.0,40.0,Salunke Vihar,2,3375.5274261603377
2 BHK,1219.0,2.0,48.0,Sasson Road,2,3937.653814602133
3 BHK,1564.0,2.0,92.0,Satara Road,3,5882.35294117647
4 BHK,3430.0,6.0,228.5,Senapati Bapat Road,4,6661.807580174927
2 BHK,1100.0,2.0,37.1,Shaniwar Peth,2,3372.7272727272725
3 BHK,1300.0,2.0,60.0,Shivaji Nagar,3,4615.384615384615
3 Bedroom,1600.0,2.0,80.0,Shukrawar Peth,3,5000.0
3 Bedroom,1600.0,3.0,75.0,Sinhagad Road,3,4687.5
3 BHK,1482.0,2.0,92.0,Somwar Peth,3,6207.827260458839
3 Bedroom,1000.0,4.0,66.0,Swargate,3,6600.0
2 BHK,1200.0,2.0,53.0,Tilak Road,2,4416.666666666667
3 Bedroom,600.0,3.0,75.0,Uruli Devachi,3,12500.0
2 BHK,1200.0,2.0,58.0,Vadgaon Budruk,2,4833.333333333333
6 Bedroom,600.0,4.0,60.0,Wadgaon Sheri,6,10000.0
3 Bedroom,2400.0,3.0,160.0,Viman Nagar,3,6666.666666666667
3 BHK,1469.0,3.0,89.0,Vishrant Wadi,3,6058.543226684819
1 BHK,551.0,1.0,30.0,Wagholi,1,5444.64609800363
2 BHK,1160.0,2.0,52.0,Wakadewadi,2,4482.758620689655
2 BHK,1205.0,2.0,78.5,Wanowrie,2,6514.522821576764
3 BHK,1550.0,2.0,52.0,Warje,3,3354.8387096774195
3 BHK,1745.0,3.0,125.0,Yerawada,3,7163.323782234957
2 BHK,1028.0,2.0,42.0,Alandi Road,2,4085.603112840467
3 BHK,1700.0,3.0,180.0,Ambegaon Budruk,3,10588.235294117647
3 BHK,1200.0,2.0,34.0,Anandnagar,3,2833.3333333333335
3 BHK,2700.0,4.0,270.0,Aundh,3,10000.0
2 BHK,1100.0,2.0,50.0,Aundh Road,2,4545.454545454545
2 Bedroom,1200.0,3.0,72.0,Balaji Nagar,2,6000.0
2 BHK,1269.72,2.0,68.0,Baner,2,5355.511451343603
2 BHK,1266.0,2.0,59.0,Baner road,2,4660.347551342812
2 BHK,1060.0,2.0,62.0,Bhandarkar Road,2,5849.056603773585
3 Bedroom,1168.0,3.0,70.0,Bhavani Peth,3,5993.1506849315065
2 BHK,1552.0,2.0,51.0,Bibvewadi,2,3286.082474226804
3 BHK,2038.5,3.0,120.0,Bopodi,3,5886.681383370125
1 BHK,500.0,1.0,17.0,Budhwar Peth,1,3400.0
2 BHK,1080.0,2.0,43.2,Bund Garden Road,2,4000.0
4 Bedroom,2100.0,4.0,155.0,Camp,4,7380.952380952381
2 BHK,1300.0,2.0,65.0,Chandan Nagar,2,5000.0
2 BHK,920.0,2.0,33.0,Dapodi,2,3586.9565217391305
4 Bedroom,817.0,2.0,120.0,Deccan Gymkhana,4,14687.882496940025
2 BHK,1310.0,2.0,50.0,Dehu Road,2,3816.793893129771
3 BHK,1650.0,2.0,75.0,Dhankawadi,3,4545.454545454545
3 BHK,1515.0,3.0,93.93,Dhayari Phata,3,6200.0
2 BHK,1157.0,2.0,53.8,Dhole Patil Road,2,4649.956784788245
4 BHK,2400.0,5.0,85.0,Erandwane,4,3541.6666666666665
4 BHK,3000.0,4.0,160.0,Fatima Nagar,4,5333.333333333333
3 BHK,2200.0,2.0,162.0,Fergusson College Road,3,7363.636363636364
2 BHK,1243.0,2.0,58.0,Ganesh Peth,2,4666.130329847144
3 BHK,1530.0,2.0,74.39,Ganeshkhind,3,4862.091503267974
3 BHK,2070.0,3.0,162.0,Ghorpade Peth,3,7826.086956521739
3 BHK,1815.0,3.0,82.0,Ghorpadi,3,4517.906336088155
4 BHK,3900.0,4.0,300.0,Gokhale Nagar,4,7692.307692307692
2 BHK,1000.0,2.0,28.88,Gultekdi,2,2888.0
2 BHK,982.0,2.0,24.55,Guruwar peth,2,2500.0
2 BHK,1232.0,2.0,89.0,Hadapsar,2,7224.025974025974
3 BHK,1282.0,3.0,178.0,Hadapsar Industrial Estate,3,13884.555382215289
1 BHK,654.0,1.0,38.4,Hingne Khurd,1,5871.559633027523
2 BHK,1181.0,2.0,55.0,Jangali Maharaj Road,2,4657.070279424217
3 BHK,1075.0,2.0,45.0,Kalyani Nagar,3,4186.046511627907
4 Bedroom,1200.0,4.0,245.0,Karve Nagar,4,20416.666666666668
3 BHK,1616.0,3.0,75.0,Karve Road,3,4641.089108910891
5 Bedroom,1800.0,6.0,44.5,Kasba Peth,5,2472.222222222222
6 Bedroom,1200.0,4.0,135.0,Katraj,6,11250.0
3 BHK,1306.0,3.0,54.65,Khadaki,3,4184.532924961715
3 BHK,1626.0,3.0,89.0,Khadki,3,5473.554735547355
6 BHK,2700.0,4.0,214.0,Kharadi,6,7925.925925925926
3 BHK,1585.0,3.0,88.0,Kondhwa,3,5552.05047318612
2 BHK,1370.0,2.0,56.17,Kondhwa Budruk,2,4100.0
5 Bedroom,3250.0,5.0,900.0,Kondhwa Khurd,5,27692.30769230769
2 BHK,1495.0,2.0,90.0,Koregaon Park,2,6020.066889632107
3 BHK,2000.0,3.0,210.0,Kothrud,3,10500.0
5 Bedroom,2400.0,4.0,300.0,Law College Road,5,12500.0
3 Bedroom,1375.0,3.0,57.0,Laxmi Road,3,4145.454545454545
4 BHK,3715.0,6.0,224.5,Lulla Nagar,4,6043.06864064603
3 BHK,1400.0,2.0,48.0,Mahatma Gandhi Road,3,3428.5714285714284
5 BHK,1100.0,5.0,135.0,Mangalwar peth,5,12272.727272727272
4 Bedroom,1200.0,4.0,215.0,Market yard,4,17916.666666666668
2 BHK,1150.0,2.0,46.0,Model colony,2,4000.0
2 BHK,1080.0,2.0,54.0,Mukund Nagar,2,5000.0
3 BHK,1645.0,3.0,100.0,Mundhawa,3,6079.0273556231
3 BHK,1760.0,3.0,176.0,Nagar Road,3,10000.0
1 BHK,595.0,1.0,42.0,Nana Peth,1,7058.823529411765
3 Bedroom,1200.0,3.0,125.0,Narayan Peth,3,10416.666666666666
4 BHK,4624.5,4.0,314.5,Narayangaon,4,6800.735214617796
2 BHK,1410.0,2.0,67.0,Navi Peth,2,4751.77304964539
2 BHK,1090.0,2.0,31.48,Padmavati,2,2888.0733944954127
1 Bedroom,540.0,1.0,30.0,Parvati Darshan,1,5555.555555555556
2 BHK,1300.0,2.0,60.0,Pashan,2,4615.384615384615
3 BHK,1890.0,2.0,85.0,Paud Road,3,4497.354497354498
2 BHK,1254.0,2.0,53.0,Pirangut,2,4226.475279106858
7 Bedroom,2800.0,7.0,125.0,Prabhat Road,7,4464.285714285715
2 BHK,1275.0,2.0,120.0,Pune Railway Station,2,9411.764705882353
3 BHK,1245.0,2.0,68.48,Rasta Peth,3,5500.401606425703
2 BHK,1170.0,2.0,86.0,Raviwar Peth,2,7350.427350427351
2 BHK,1193.0,2.0,86.0,Sadashiv Peth,2,7208.717518860017
2 BHK,850.0,2.0,25.4,Sahakar Nagar,2,2988.235294117647
3 BHK,1678.0,3.0,70.0,Salunke Vihar,3,4171.6328963051255
3 BHK,1600.0,3.0,75.0,Sasson Road,3,4687.5
3 BHK,1750.0,3.0,84.0,Satara Road,3,4800.0
2 BHK,1125.0,2.0,62.0,Senapati Bapat Road,2,5511.111111111111
4 Bedroom,2200.0,4.0,235.0,Shaniwar Peth,4,10681.818181818182
3 BHK,2800.0,2.0,200.0,Shukrawar Peth,3,7142.857142857143
2 Bedroom,1200.0,2.0,120.0,Sinhagad Road,2,10000.0
2 BHK,1000.0,2.0,50.0,Somwar Peth,2,5000.0
4 BHK,2780.0,5.0,480.0,Swargate,4,17266.187050359713
3 BHK,1320.0,2.0,38.13,Tilak Road,3,2888.636363636364
27 BHK,8000.0,27.0,230.0,Uruli Devachi,27,2875.0
4 BHK,2422.0,4.0,160.0,Vadgaon Budruk,4,6606.110652353427
2 BHK,1100.0,2.0,50.0,Wadgaon Sheri,2,4545.454545454545
2 BHK,882.0,2.0,30.0,Viman Nagar,2,3401.360544217687
2 BHK,845.0,2.0,37.0,Vishrant Wadi,2,4378.698224852071
2 BHK,883.0,2.0,39.0,Wagholi,2,4416.761041902605
3 BHK,1595.0,3.0,88.0,Wanowrie,3,5517.241379310345
2 BHK,1280.0,2.0,85.0,Warje,2,6640.625
4 Bedroom,1700.0,2.0,550.0,Yerawada,4,32352.941176470587
2 BHK,1300.0,2.0,57.0,Alandi Road,2,4384.615384615385
2 BHK,1450.0,1.0,230.0,Ambegaon Budruk,2,15862.068965517241
3 BHK,1757.0,3.0,132.0,Anandnagar,3,7512.805919180421
1 BHK,600.0,1.0,16.5,Aundh,1,2750.0
4 Bedroom,2400.0,3.0,142.0,Aundh Road,4,5916.666666666667
2 BHK,1240.0,2.0,44.0,Balaji Nagar,2,3548.3870967741937
10 Bedroom,750.0,10.0,90.0,Baner,10,12000.0
2 BHK,1330.0,2.0,93.36,Baner road,2,7019.548872180451
2 BHK,1062.0,2.0,42.47,Bhandarkar Road,2,3999.0583804143125
2 BHK,1078.0,2.0,45.0,Bhavani Peth,2,4174.397031539888
3 BHK,1460.0,2.0,72.0,Bibvewadi,3,4931.506849315068
3 Bedroom,1200.0,3.0,68.5,Bopodi,3,5708.333333333333
1 BHK,1200.0,1.0,48.0,Budhwar Peth,1,4000.0
3 BHK,912.0,2.0,39.0,Bund Garden Road,3,4276.315789473684
5 Bedroom,2400.0,5.0,625.0,Chandan Nagar,5,26041.666666666668
4 Bedroom,2028.0,4.0,162.0,Dapodi,4,7988.165680473373
2 BHK,980.0,2.0,45.47,Deccan Gymkhana,2,4639.7959183673465
2 BHK,1000.0,2.0,40.0,Dehu Road,2,4000.0
2 BHK,1050.0,2.0,62.0,Dhankawadi,2,5904.761904761905
3 Bedroom,2611.0,3.0,239.0,Dhayari Phata,3,9153.581003446956
3 BHK,1875.0,2.0,150.0,Dhole Patil Road,3,8000.0
2 BHK,1065.0,2.0,42.6,Erandwane,2,4000.0
3 BHK,1800.0,3.0,180.0,Fatima Nagar,3,10000.0
2 BHK,1163.0,2.0,98.86,Fergusson College Road,2,8500.42992261393
2 BHK,1098.0,2.0,72.0,Ganesh Peth,2,6557.377049180328
3 BHK,1725.0,2.0,100.0,Ganeshkhind,3,5797.101449275362
4 Bedroom,4000.0,4.0,330.0,Ghorpade Peth,4,8250.0
2 BHK,1128.0,2.0,75.0,Ghorpadi,2,6648.936170212766
8 Bedroom,1320.0,6.0,200.0,Gokhale Nagar,8,15151.515151515152
3 BHK,1705.0,3.0,74.16,Gultekdi,3,4349.560117302053
2 BHK,1418.0,2.0,95.0,Guruwar peth,2,6699.576868829337
3 Bedroom,1500.0,3.0,160.0,Hadapsar,3,10666.666666666666
2 BHK,1100.0,2.0,50.0,Hadapsar Industrial Estate,2,4545.454545454545
3 BHK,1464.0,3.0,56.0,Hingne Khurd,3,3825.136612021858
2 BHK,812.0,2.0,55.0,Jangali Maharaj Road,2,6773.399014778325
2 BHK,1280.0,2.0,40.0,Karve Nagar,2,3125.0
2 BHK,1420.0,2.0,136.0,Karve Road,2,9577.464788732394
11 Bedroom,1200.0,11.0,170.0,Kasba Peth,11,14166.666666666666
6 Bedroom,727.0,6.0,66.0,Katraj,6,9078.40440165062
4 Bedroom,1200.0,2.0,150.0,Khadaki,4,12500.0
4 BHK,2774.0,4.0,207.0,Khadki,4,7462.148521989906
3 BHK,2000.0,3.0,85.0,Kharadi,3,4250.0
3 BHK,1722.0,3.0,95.0,Kondhwa,3,5516.8408826945415
3 BHK,2800.0,3.0,330.0,Kondhwa Budruk,3,11785.714285714286
3 BHK,1650.0,3.0,175.0,Koregaon Park,3,10606.060606060606
2 BHK,840.0,2.0,27.0,Kothrud,2,3214.285714285714
2 BHK,914.0,2.0,47.0,Law College Road,2,5142.231947483589
3 BHK,1482.0,2.0,83.73,Laxmi Road,3,5649.797570850203
3 BHK,1724.0,3.0,127.0,Lulla Nagar,3,7366.589327146172
3 BHK,1670.0,3.0,91.86,Mahatma Gandhi Road,3,5500.5988023952095
2 BHK,1184.0,2.0,53.0,Mangalwar peth,2,4476.351351351352
2 BHK,1200.0,2.0,55.0,Manik Bagh,2,4583.333333333333
2 Bedroom,1200.0,2.0,65.0,Market yard,2,5416.666666666667
2 BHK,927.0,2.0,55.0,Model colony,2,5933.117583603021
2 BHK,1242.0,2.0,39.7,Mukund Nagar,2,3196.45732689211
3 BHK,1220.0,3.0,35.23,Mundhawa,3,2887.7049180327863
3 BHK,1360.0,2.0,75.0,Nagar Road,3,5514.705882352941
4 Bedroom,2800.0,4.0,240.0,Nana Peth,4,8571.42857142857
2 BHK,1180.0,2.0,72.0,Narayan Peth,2,6101.6949152542375
3 BHK,1697.0,3.0,108.0,Narayangaon,3,6364.172068355922
2 BHK,550.0,2.0,26.0,Navi Peth,2,4727.272727272727
2 BHK,1225.0,2.0,57.0,Padmavati,2,4653.061224489796
3 BHK,1690.0,2.0,55.0,Parvati Darshan,3,3254.437869822485
10 Bedroom,1660.0,10.0,475.0,Pashan,10,28614.4578313253
3 BHK,1488.0,3.0,57.0,Paud Road,3,3830.6451612903224
3 BHK,1250.0,2.0,80.0,Pirangut,3,6400.0
1 BHK,1050.0,1.0,44.0,Prabhat Road,1,4190.476190476191
2 BHK,1027.0,2.0,44.0,Pune Railway Station,2,4284.323271665044
3 BHK,1699.0,3.0,81.94,Rasta Peth,3,4822.836962919364
2 BHK,1205.0,2.0,58.0,Raviwar Peth,2,4813.278008298756
4 Bedroom,712.0,2.0,67.5,Sadashiv Peth,4,9480.337078651686
2 BHK,950.0,2.0,39.0,Sahakar Nagar,2,4105.263157894737
2 Bedroom,1200.0,2.0,70.0,Salunke Vihar,2,5833.333333333333
3 BHK,1476.0,3.0,120.0,Sasson Road,3,8130.081300813008
2 BHK,1070.0,2.0,55.0,Satara Road,2,5140.186915887851
3 BHK,2160.0,4.0,172.0,Senapati Bapat Road,3,7962.962962962963
2 BHK,1296.0,2.0,75.0,Shaniwar Peth,2,5787.037037037037
2 Bedroom,1800.0,1.0,128.0,Shivaji Nagar,2,7111.111111111111
3 BHK,1570.0,3.0,64.5,Shukrawar Peth,3,4108.28025477707
2 BHK,1300.0,2.0,110.0,Sinhagad Road,2,8461.538461538461
4 BHK,1550.0,2.0,65.0,Somwar Peth,4,4193.548387096775
2 BHK,770.0,1.0,40.0,Swargate,2,5194.805194805195
3 BHK,1870.0,3.0,110.0,Tilak Road,3,5882.35294117647
3 Bedroom,1650.0,4.0,160.0,Uruli Devachi,3,9696.969696969696
3 BHK,1429.0,3.0,86.0,Vadgaon Budruk,3,6018.194541637508
3 BHK,1167.0,2.0,39.98,Wadgaon Sheri,3,3425.8783204798624
2 BHK,1035.0,2.0,41.73,Viman Nagar,2,4031.884057971014
3 BHK,1188.0,2.0,38.0,Vishrant Wadi,3,3198.6531986531986
5 Bedroom,1200.0,4.0,285.0,Wagholi,5,23750.0
1 BHK,884.0,2.0,36.0,Wanowrie,1,4072.398190045249
2 BHK,1194.0,2.0,46.0,Warje,2,3852.5963149078725
2 BHK,1026.0,2.0,60.87,Yerawada,2,5932.748538011696
7 Bedroom,1400.0,6.0,200.0,Alandi Road,7,14285.714285714286
2 BHK,1115.0,2.0,50.0,Ambegaon Budruk,2,4484.304932735426
2 Bedroom,1200.0,2.0,125.0,Anandnagar,2,10416.666666666666
4 BHK,2690.0,4.0,191.0,Aundh,4,7100.371747211896
2 BHK,975.0,2.0,58.0,Aundh Road,2,5948.717948717948
3 Bedroom,675.0,3.0,72.5,Balaji Nagar,3,10740.74074074074
4 BHK,1900.0,2.0,170.0,Baner,4,8947.368421052632
3 Bedroom,600.0,3.0,100.0,Baner road,3,16666.666666666668
2 BHK,1101.0,2.0,65.5,Bhandarkar Road,2,5949.13714804723
3 BHK,1700.0,3.0,135.0,Bhavani Peth,3,7941.176470588235
4 BHK,3606.0,4.0,312.0,Bibvewadi,4,8652.246256239601
2 BHK,1258.0,2.0,115.0,Bopodi,2,9141.494435612083
3 BHK,1560.0,3.0,92.0,Budhwar Peth,3,5897.4358974358975
4 BHK,3630.0,6.0,195.0,Bund Garden Road,4,5371.900826446281
3 BHK,2000.0,3.0,250.0,Camp,3,12500.0
4 BHK,2790.0,4.0,198.0,Chandan Nagar,4,7096.774193548387
3 BHK,1494.0,2.0,94.55,Dapodi,3,6328.647925033467
3 BHK,1482.0,2.0,87.0,Deccan Gymkhana,3,5870.4453441295545
2 BHK,800.0,2.0,50.0,Dehu Road,2,6250.0
2 BHK,1185.0,2.0,47.39,Dhankawadi,2,3999.15611814346
2 BHK,1100.0,2.0,71.5,Dhayari Phata,2,6500.0
2 Bedroom,1300.0,2.0,120.0,Dhole Patil Road,2,9230.76923076923
2 BHK,1225.0,2.0,150.0,Erandwane,2,12244.897959183674
3 BHK,1758.0,3.0,65.0,Fatima Nagar,3,3697.3833902161546
2 BHK,1145.0,2.0,55.0,Fergusson College Road,2,4803.493449781659
2 BHK,1180.0,2.0,50.0,Ganesh Peth,2,4237.28813559322
2 BHK,1260.0,2.0,58.0,Ganeshkhind,2,4603.174603174603
2 BHK,1190.0,2.0,55.0,Ghorpadi,2,4621.848739495798
3 BHK,1691.0,3.0,119.0,Gokhale Nagar,3,7037.25606150207
4 BHK,3675.0,4.0,367.0,Gultekdi,4,9986.394557823129
3 BHK,1305.0,3.0,95.45,Guruwar peth,3,7314.176245210728
3 BHK,2337.0,4.0,292.0,Hadapsar,3,12494.651262302097
2 Bedroom,1200.0,2.0,150.0,Hadapsar Industrial Estate,2,12500.0
2 BHK,1206.0,2.0,217.0,Hingne Khurd,2,17993.366500829186
5 Bedroom,1350.0,4.0,130.0,Jangali Maharaj Road,5,9629.62962962963
2 BHK,1140.0,2.0,50.66,Kalyani Nagar,2,4443.859649122807
2 BHK,1250.0,2.0,65.0,Karve Nagar,2,5200.0
3 Bedroom,600.0,2.0,60.0,Karve Road,3,10000.0
2 BHK,1225.0,2.0,48.0,Kasba Peth,2,3918.3673469387754
2 BHK,800.0,2.0,28.0,Katraj,2,3500.0
2 BHK,1020.0,2.0,58.0,Khadaki,2,5686.274509803921
4 Bedroom,2100.0,2.0,50.0,Khadki,4,2380.9523809523807
2 Bedroom,1350.0,2.0,80.0,Kharadi,2,5925.925925925926
2 BHK,925.0,2.0,40.0,Kondhwa,2,4324.324324324324
4 Bedroom,1800.0,3.0,220.0,Kondhwa Budruk,4,12222.222222222223
3 Bedroom,2000.0,3.0,100.0,Kondhwa Khurd,3,5000.0
3 BHK,1510.0,2.0,75.0,Koregaon Park,3,4966.887417218543
5 Bedroom,5800.0,7.0,1200.0,Kothrud,5,20689.655172413793
3 BHK,1614.0,3.0,110.0,Law College Road,3,6815.365551425031
3 Bedroom,682.0,2.0,130.0,Laxmi Road,3,19061.58357771261
2 Bedroom,1200.0,2.0,95.0,Lulla Nagar,2,7916.666666666667
2 Bedroom,900.0,2.0,55.0,Mahatma Gandhi Road,2,6111.111111111111
4 Bedroom,1632.0,3.0,145.0,Mangalwar peth,4,8884.803921568628
2 BHK,1041.0,2.0,65.5,Manik Bagh,2,6292.026897214217
6 BHK,5080.0,7.0,450.0,Market yard,6,8858.267716535433
4 BHK,3012.0,6.0,250.0,Model colony,4,8300.132802124834
3 BHK,1530.0,3.0,74.5,Mukund Nagar,3,4869.281045751634
3 BHK,1450.0,2.0,135.0,Mundhawa,3,9310.344827586207
2 BHK,1200.0,2.0,75.0,Nagar Road,2,6250.0
4 Bedroom,1200.0,4.0,130.0,Nana Peth,4,10833.333333333334
3 BHK,1508.0,2.0,110.0,Narayan Peth,3,7294.429708222811
7 BHK,600.0,7.0,106.0,Narayangaon,7,17666.666666666668
2 BHK,1188.0,2.0,73.0,Navi Peth,2,6144.781144781145
4 BHK,2690.0,4.0,199.0,Padmavati,4,7397.769516728625
2 BHK,1174.0,2.0,76.0,Parvati Darshan,2,6473.594548551959
3 BHK,1350.0,3.0,58.99,Pashan,3,4369.62962962963
3 BHK,1870.0,3.0,185.0,Paud Road,3,9893.048128342247
2 BHK,1072.0,2.0,25.0,Pirangut,2,2332.089552238806
3 Bedroom,52272.0,2.0,140.0,Prabhat Road,3,267.82981328435875
2 BHK,726.0,2.0,31.0,Pune Railway Station,2,4269.972451790633
2 BHK,1345.0,2.0,106.0,Rasta Peth,2,7881.0408921933085
2 BHK,1200.0,2.0,45.0,Raviwar Peth,2,3750.0
2 BHK,980.0,2.0,37.0,Sadashiv Peth,2,3775.5102040816328
2 BHK,1050.0,2.0,77.0,Sahakar Nagar,2,7333.333333333333
2 BHK,993.0,2.0,39.71,Salunke Vihar,2,3998.9929506545823
3 BHK,1300.0,2.0,52.0,Sasson Road,3,4000.0
3 BHK,1743.0,3.0,85.0,Satara Road,3,4876.649454962708
4 Bedroom,1204.0,4.0,125.0,Senapati Bapat Road,4,10382.059800664452
2 Bedroom,1200.0,2.0,67.0,Shaniwar Peth,2,5583.333333333333
3 BHK,1480.0,3.0,90.0,Shivaji Nagar,3,6081.081081081081
2 BHK,950.0,2.0,32.5,Shukrawar Peth,2,3421.0526315789475
1 BHK,640.0,1.0,55.0,Sinhagad Road,1,8593.75
2 BHK,972.0,2.0,44.0,Somwar Peth,2,4526.748971193416
3 BHK,1840.0,3.0,98.0,Swargate,3,5326.086956521739
2 BHK,1128.0,2.0,64.0,Tilak Road,2,5673.758865248227
2 Bedroom,680.0,2.0,42.0,Uruli Devachi,2,6176.470588235294
2 Bedroom,2400.0,2.0,95.0,Vadgaon Budruk,2,3958.3333333333335
2 BHK,1045.0,2.0,42.0,Wadgaon Sheri,2,4019.1387559808613
2 BHK,955.0,2.0,53.55,Viman Nagar,2,5607.3298429319375
3 BHK,1360.0,2.0,54.39,Vishrant Wadi,3,3999.264705882353
2 BHK,1150.0,2.0,63.0,Wagholi,2,5478.260869565217
4 Bedroom,3450.0,4.0,294.0,Wakadewadi,4,8521.739130434782
2 BHK,1115.0,2.0,56.87,Wanowrie,2,5100.448430493274
2 BHK,920.0,2.0,46.0,Warje,2,5000.0
2 BHK,1030.0,2.0,41.0,Yerawada,2,3980.5825242718447
3 BHK,1564.0,3.0,101.0,Alandi Road,3,6457.800511508952
2 BHK,1045.0,2.0,45.0,Ambegaon Budruk,2,4306.2200956937795
4 Bedroom,1200.0,4.0,83.0,Anandnagar,4,6916.666666666667
2 BHK,1277.0,2.0,55.0,Aundh,2,4306.969459671104
3 BHK,2479.13,3.0,215.0,Aundh Road,3,8672.39717158842
3 BHK,1846.0,3.0,140.0,Balaji Nagar,3,7583.965330444204
2 BHK,1100.0,2.0,106.0,Baner,2,9636.363636363636
3 BHK,1690.0,3.0,75.0,Baner road,3,4437.869822485207
2 Bedroom,1200.0,3.0,70.0,Bhandarkar Road,2,5833.333333333333
4 Bedroom,3042.0,4.0,131.0,Bhavani Peth,4,4306.37738330046
3 BHK,1640.0,3.0,223.0,Bibvewadi,3,13597.560975609756
2 BHK,1068.0,2.0,40.05,Bopodi,2,3749.9999999999995
